Reg_No,Variation Number,Service Number,Current Traffic Area,Lic_No,Discs in Possession,AUTHDISCS,Granted_Date,Exp_Date,Description,Op_ID,Op_Name,trading_name,Address,start_point,finish_point,via,effective_date,received_date,end_date,Service_Type_Other_Details,Licence Status,Registration Status,Pub_Text,Service_Type_Description,Short Notice,Subsidies_Description,Subsidies_Details,Auth_Description,TAO Covered BY Area,Registration Code
PF0000459/159,6,53,F,PF0000459,486,475,01/03/1995,29/02/2020,Standard National,16441,CAMBUS LIMITED,STAGECOACH IN CAMBRIDGE,"100 COWLEY ROAD, CAMBRIDGE, CB4 0DN, GB",Bedford,Cranfield,,01/01/2017,26/10/2016,,Change to route and timetable.,Valid,Registered,Operating between Bedford and Cranfield given service number 53 effective from 01-Jan-2017. To amend Route and Timetable.,Normal Stopping,NO,In Part,Bedford Borough Council,Milton Keynes Council,East of England,159
PF0000459/159,6,53,F,PF0000459,486,475,01/03/1995,29/02/2020,Standard National,16441,CAMBUS LIMITED,STAGECOACH IN CAMBRIDGE,"100 COWLEY ROAD, CAMBRIDGE, CB4 0DN, GB",Bedford,Cranfield,,01/01/2017,26/10/2016,,Change to route and timetable.,Valid,Registered,Operating between Bedford and Cranfield given service number 53 effective from 01-Jan-2017. To amend Route and Timetable.,Normal Stopping,NO,In Part,Bedford Borough Council,Bedford County Council,East of England,159
PF0000459/159,6,53,F,PF0000459,486,475,01/03/1995,29/02/2020,Standard National,16441,CAMBUS LIMITED,STAGECOACH IN CAMBRIDGE,"100 COWLEY ROAD, CAMBRIDGE, CB4 0DN, GB",Bedford,Cranfield,,01/01/2017,26/10/2016,,Change to route and timetable.,Valid,Registered,Operating between Bedford and Cranfield given service number 53 effective from 01-Jan-2017. To amend Route and Timetable.,Normal Stopping,NO,In Part,Bedford Borough Council,Central Bedfordshire County Council,East of England,159
PF0000459/160,12,776,F,PF0000459,486,475,01/03/1995,29/02/2020,Standard National,16441,CAMBUS LIMITED,STAGECOACH IN CAMBRIDGE,"100 COWLEY ROAD, CAMBRIDGE, CB4 0DN, GB",Bedford,Biggleswade,,15/10/2017,13/09/2017,,Change to timetable.,Valid,Registered,Operating between Bedford and Biggleswade given service number 776 / 73 effective from 15 October 2017. To amend Timetable.,Normal Stopping,Yes,No,Central Bedfordshire Council,Bedfordshire County Council,East of England,160
PF0000459/160,12,776,F,PF0000459,486,475,01/03/1995,29/02/2020,Standard National,16441,CAMBUS LIMITED,STAGECOACH IN CAMBRIDGE,"100 COWLEY ROAD, CAMBRIDGE, CB4 0DN, GB",Bedford,Biggleswade,,15/10/2017,13/09/2017,,Change to timetable.,Valid,Registered,Operating between Bedford and Biggleswade given service number 776 / 73 effective from 15 October 2017. To amend Timetable.,Normal Stopping,Yes,No,Central Bedfordshire Council,Bedford County Council,East of England,160
PF0000459/160,12,776,F,PF0000459,486,475,01/03/1995,29/02/2020,Standard National,16441,CAMBUS LIMITED,STAGECOACH IN CAMBRIDGE,"100 COWLEY ROAD, CAMBRIDGE, CB4 0DN, GB",Bedford,Biggleswade,,15/10/2017,13/09/2017,,Change to timetable.,Valid,Registered,Operating between Bedford and Biggleswade given service number 776 / 73 effective from 15 October 2017. To amend Timetable.,Normal Stopping,Yes,No,Central Bedfordshire Council,Central Bedfordshire County Council,East of England,160
PF0000459/161,3,37,F,PF0000459,486,475,01/03/1995,29/02/2020,Standard National,16441,CAMBUS LIMITED,STAGECOACH IN CAMBRIDGE,"100 COWLEY ROAD, CAMBRIDGE, CB4 0DN, GB",Peterborough,Spalding,,02/11/2014,05/09/2014,,Change to timetable.,Valid,Registered,Operating between Peterborough and Spalding given service number 37 effective from 02-Nov-2014. To amend Timetable.,Normal Stopping,NO,In Part,Lincolnshire County Council,Lincolnshire County Council,East of England,161
PF0000459/161,3,37,F,PF0000459,486,475,01/03/1995,29/02/2020,Standard National,16441,CAMBUS LIMITED,STAGECOACH IN CAMBRIDGE,"100 COWLEY ROAD, CAMBRIDGE, CB4 0DN, GB",Peterborough,Spalding,,02/11/2014,05/09/2014,,Change to timetable.,Valid,Registered,Operating between Peterborough and Spalding given service number 37 effective from 02-Nov-2014. To amend Timetable.,Normal Stopping,NO,In Part,Lincolnshire County Council,Peterborough City Council,East of England,161
PF0000459/162,4,46,F,PF0000459,486,475,01/03/1995,29/02/2020,Standard National,16441,CAMBUS LIMITED,STAGECOACH IN CAMBRIDGE,"100 COWLEY ROAD, CAMBRIDGE, CB4 0DN, GB",Peterborough,Sawtry,,29/10/2017,30/08/2017,,Change to timetable.,Valid,Registered,Operating between Peterborough and Sawtry given service number 46 / 46 effective from 29 October 2017. To amend Timetable.,Normal Stopping,NO,No,,Peterborough City Council,East of England,162
PF0000459/162,4,46,F,PF0000459,486,475,01/03/1995,29/02/2020,Standard National,16441,CAMBUS LIMITED,STAGECOACH IN CAMBRIDGE,"100 COWLEY ROAD, CAMBRIDGE, CB4 0DN, GB",Peterborough,Sawtry,,29/10/2017,30/08/2017,,Change to timetable.,Valid,Registered,Operating between Peterborough and Sawtry given service number 46 / 46 effective from 29 October 2017. To amend Timetable.,Normal Stopping,NO,No,,Cambridgeshire County Council,East of England,162
PF0000459/163,7,1,F,PF0000459,486,475,01/03/1995,29/02/2020,Standard National,16441,CAMBUS LIMITED,STAGECOACH IN CAMBRIDGE,"100 COWLEY ROAD, CAMBRIDGE, CB4 0DN, GB",Orton Wistow,Werrington,,01/01/2017,26/10/2016,,Change to timetable.,Valid,Registered,Operating between Orton Wistow and Werrington given service number 1 effective from 01-Jan-2017. To amend Timetable.,Normal Stopping,NO,In Part,Peterborough City Council,Peterborough City Council,East of England,163
PF0000459/164,5,2,F,PF0000459,486,475,01/03/1995,29/02/2020,Standard National,16441,CAMBUS LIMITED,STAGECOACH IN CAMBRIDGE,"100 COWLEY ROAD, CAMBRIDGE, CB4 0DN, GB",Bretton Centre,Paston Ridings,,03/05/2015,26/02/2015,,Buses will no longer serve the City Hospital grounds between 0730 & 0900 and 1630 & 1800.,Valid,Registered,Operating between Bretton Centre and Paston Ridings given service number 2 effective from 03-May-2015. To amend Route and Timetable.,Normal Stopping,NO,In Part,Peterborough City Council,Peterborough City Council,East of England,164
PF0000459/165,3,3,F,PF0000459,486,475,01/03/1995,29/02/2020,Standard National,16441,CAMBUS LIMITED,STAGECOACH IN CAMBRIDGE,"100 COWLEY ROAD, CAMBRIDGE, CB4 0DN, GB",Bretton Centre,Park Farm,,03/05/2015,26/02/2015,,Buses will no longer serve the City Hospital grounds between 0730 & 0900 and 1630 & 1800.,Valid,Registered,Operating between Bretton Centre and Park Farm given service number 3 effective from 03-May-2015. To amend Route and Timetable.,Normal Stopping,NO,In Part,Peterborough City Council,Peterborough City Council,East of England,165
PF0000459/166,2,604,F,PF0000459,486,475,01/03/1995,29/02/2020,Standard National,16441,CAMBUS LIMITED,STAGECOACH IN CAMBRIDGE,"100 COWLEY ROAD, CAMBRIDGE, CB4 0DN, GB",Parnwell,City Hospital,,05/11/2017,06/09/2017,,Change to Sunday/Bank Holiday.,Valid,Registered,Operating between Parnwell and City Hospital given service number 604 / 4 effective from 05 November 2017. To amend Timetable.,Normal Stopping,NO,In Part,Peterborough City Council,Peterborough City Council,East of England,166
PF0000459/167,5,605,F,PF0000459,486,475,01/03/1995,29/02/2020,Standard National,16441,CAMBUS LIMITED,STAGECOACH IN CAMBRIDGE,"100 COWLEY ROAD, CAMBRIDGE, CB4 0DN, GB",Welland,Yaxley,,03/09/2017,27/07/2017,,Evening jounreys after 1900 moved by 10 minutes to allow connecting passengers from Citi 1,Valid,Registered,Operating between Welland and Yaxley given service number 605 / 5 effective from 03 September 2017. To amend Timetable.,Normal Stopping,Yes,In Part,Peterborough City Council,Peterborough City Council,East of England,167
PF0000459/167,5,605,F,PF0000459,486,475,01/03/1995,29/02/2020,Standard National,16441,CAMBUS LIMITED,STAGECOACH IN CAMBRIDGE,"100 COWLEY ROAD, CAMBRIDGE, CB4 0DN, GB",Welland,Yaxley,,03/09/2017,27/07/2017,,Evening jounreys after 1900 moved by 10 minutes to allow connecting passengers from Citi 1,Valid,Registered,Operating between Welland and Yaxley given service number 605 / 5 effective from 03 September 2017. To amend Timetable.,Normal Stopping,Yes,In Part,Peterborough City Council,Cambridgeshire County Council,East of England,167
PF0000459/168,2,606,F,PF0000459,486,475,01/03/1995,29/02/2020,Standard National,16441,CAMBUS LIMITED,STAGECOACH IN CAMBRIDGE,"100 COWLEY ROAD, CAMBRIDGE, CB4 0DN, GB",Peterborough,Hampton,,05/11/2017,07/09/2017,,Change to Sunday/Bank Holiday.,Valid,Registered,Operating between Peterborough and Hampton given service number 606 / 6 effective from 05 November 2017. To amend Timetable.,Normal Stopping,NO,In Part,Peterborough City Council,Peterborough City Council,East of England,168
PF0000459/168,2,606,F,PF0000459,486,475,01/03/1995,29/02/2020,Standard National,16441,CAMBUS LIMITED,STAGECOACH IN CAMBRIDGE,"100 COWLEY ROAD, CAMBRIDGE, CB4 0DN, GB",Peterborough,Hampton,,05/11/2017,07/09/2017,,Change to Sunday/Bank Holiday.,Valid,Registered,Operating between Peterborough and Hampton given service number 606 / 6 effective from 05 November 2017. To amend Timetable.,Normal Stopping,NO,In Part,Peterborough City Council,Cambridgeshire County Council,East of England,168
PF0000459/169,2,24,F,PF0000459,486,475,01/03/1995,29/02/2020,Standard National,16441,CAMBUS LIMITED,STAGECOACH IN CAMBRIDGE,"100 COWLEY ROAD, CAMBRIDGE, CB4 0DN, GB",Peterborough,Lynch Wood,,24/07/2016,26/05/2016,,Change to timetable.,Valid,Registered,Operating between Peterborough and Lynch Wood given service number 24 effective from 24-Jul-2016. To amend Timetable.,Normal Stopping,NO,No,,Northamptonshire County Council,East of England,169
PF0000459/169,2,24,F,PF0000459,486,475,01/03/1995,29/02/2020,Standard National,16441,CAMBUS LIMITED,STAGECOACH IN CAMBRIDGE,"100 COWLEY ROAD, CAMBRIDGE, CB4 0DN, GB",Peterborough,Lynch Wood,,24/07/2016,26/05/2016,,Change to timetable.,Valid,Registered,Operating between Peterborough and Lynch Wood given service number 24 effective from 24-Jul-2016. To amend Timetable.,Normal Stopping,NO,No,,Peterborough City Council,East of England,169
PF0000459/169,2,24,F,PF0000459,486,475,01/03/1995,29/02/2020,Standard National,16441,CAMBUS LIMITED,STAGECOACH IN CAMBRIDGE,"100 COWLEY ROAD, CAMBRIDGE, CB4 0DN, GB",Peterborough,Lynch Wood,,24/07/2016,26/05/2016,,Change to timetable.,Valid,Registered,Operating between Peterborough and Lynch Wood given service number 24 effective from 24-Jul-2016. To amend Timetable.,Normal Stopping,NO,No,,Cambridgeshire County Council,East of England,169
PF0000459/170,4,23,F,PF0000459,486,475,01/03/1995,29/02/2020,Standard National,16441,CAMBUS LIMITED,STAGECOACH IN CAMBRIDGE,"100 COWLEY ROAD, CAMBRIDGE, CB4 0DN, GB",Peterborough,Lynch Wood,,19/02/2017,04/01/2017,,The 1625 journey from Queensgate to Lynch Wood has been changed to operate 5 minutes earlier throughout.,Valid,Registered,Operating between Peterborough and Lynch Wood given service number 23 / 23 effective from 19 February 2017. To amend Route and Timetable.,Normal Stopping,Yes,No,Peterborough City Council,Northamptonshire County Council,East of England,170
PF0000459/170,4,23,F,PF0000459,486,475,01/03/1995,29/02/2020,Standard National,16441,CAMBUS LIMITED,STAGECOACH IN CAMBRIDGE,"100 COWLEY ROAD, CAMBRIDGE, CB4 0DN, GB",Peterborough,Lynch Wood,,19/02/2017,04/01/2017,,The 1625 journey from Queensgate to Lynch Wood has been changed to operate 5 minutes earlier throughout.,Valid,Registered,Operating between Peterborough and Lynch Wood given service number 23 / 23 effective from 19 February 2017. To amend Route and Timetable.,Normal Stopping,Yes,No,Peterborough City Council,Peterborough City Council,East of England,170
PF0000459/170,4,23,F,PF0000459,486,475,01/03/1995,29/02/2020,Standard National,16441,CAMBUS LIMITED,STAGECOACH IN CAMBRIDGE,"100 COWLEY ROAD, CAMBRIDGE, CB4 0DN, GB",Peterborough,Lynch Wood,,19/02/2017,04/01/2017,,The 1625 journey from Queensgate to Lynch Wood has been changed to operate 5 minutes earlier throughout.,Valid,Registered,Operating between Peterborough and Lynch Wood given service number 23 / 23 effective from 19 February 2017. To amend Route and Timetable.,Normal Stopping,Yes,No,Peterborough City Council,Cambridgeshire County Council,East of England,170
PF0000459/171,5,36,F,PF0000459,486,475,01/03/1995,29/02/2020,Standard National,16441,CAMBUS LIMITED,STAGECOACH IN CAMBRIDGE,"100 COWLEY ROAD, CAMBRIDGE, CB4 0DN, GB",Holbeach Drove,Peterborough,,24/07/2016,26/05/2016,,Change to timetable.,Valid,Registered,Operating between Holbeach Drove and Peterborough given service number 36 effective from 24-Jul-2016. To amend Timetable.,Normal Stopping,NO,No,,Lincolnshire County Council,East of England,171
PF0000459/171,5,36,F,PF0000459,486,475,01/03/1995,29/02/2020,Standard National,16441,CAMBUS LIMITED,STAGECOACH IN CAMBRIDGE,"100 COWLEY ROAD, CAMBRIDGE, CB4 0DN, GB",Holbeach Drove,Peterborough,,24/07/2016,26/05/2016,,Change to timetable.,Valid,Registered,Operating between Holbeach Drove and Peterborough given service number 36 effective from 24-Jul-2016. To amend Timetable.,Normal Stopping,NO,No,,Peterborough City Council,East of England,171
PF0000459/171,5,36,F,PF0000459,486,475,01/03/1995,29/02/2020,Standard National,16441,CAMBUS LIMITED,STAGECOACH IN CAMBRIDGE,"100 COWLEY ROAD, CAMBRIDGE, CB4 0DN, GB",Holbeach Drove,Peterborough,,24/07/2016,26/05/2016,,Change to timetable.,Valid,Registered,Operating between Holbeach Drove and Peterborough given service number 36 effective from 24-Jul-2016. To amend Timetable.,Normal Stopping,NO,No,,Cambridgeshire County Council,East of England,171
PF0000459/172,6,31,F,PF0000459,486,475,01/03/1995,29/02/2020,Standard National,16441,CAMBUS LIMITED,STAGECOACH IN CAMBRIDGE,"100 COWLEY ROAD, CAMBRIDGE, CB4 0DN, GB",Peterborough,Ramsey,,17/10/2016,22/08/2016,,Change to timetable.,Valid,Registered,Operating between Peterborough and Ramsey given service number 31 effective from 17-Oct-2016. To amend Timetable.,Normal Stopping,NO,In Part,Cambridgeshire County Council,Peterborough City Council,East of England,172
PF0000459/172,6,31,F,PF0000459,486,475,01/03/1995,29/02/2020,Standard National,16441,CAMBUS LIMITED,STAGECOACH IN CAMBRIDGE,"100 COWLEY ROAD, CAMBRIDGE, CB4 0DN, GB",Peterborough,Ramsey,,17/10/2016,22/08/2016,,Change to timetable.,Valid,Registered,Operating between Peterborough and Ramsey given service number 31 effective from 17-Oct-2016. To amend Timetable.,Normal Stopping,NO,In Part,Cambridgeshire County Council,Cambridgeshire County Council,East of England,172
PF0000459/173,0,38,F,PF0000459,486,475,01/03/1995,29/02/2020,Standard National,16441,CAMBUS LIMITED,STAGECOACH IN CAMBRIDGE,"100 COWLEY ROAD, CAMBRIDGE, CB4 0DN, GB",Eye,Glinton Village College,,31/03/2013,01/02/2013,,Current registration changing of operators licence,Valid,Registered,"From: Eye
To: Glinton Village College
Via: 
Name or No: 38
Service Type: Limited Stop
Effective Date: 31-Mar-2013
Other Details: Current registration changing of operators licence",Limited Stop,NO,No,,Lincolnshire County Council,East of England,173
PF0000459/173,0,38,F,PF0000459,486,475,01/03/1995,29/02/2020,Standard National,16441,CAMBUS LIMITED,STAGECOACH IN CAMBRIDGE,"100 COWLEY ROAD, CAMBRIDGE, CB4 0DN, GB",Eye,Glinton Village College,,31/03/2013,01/02/2013,,Current registration changing of operators licence,Valid,Registered,"From: Eye
To: Glinton Village College
Via: 
Name or No: 38
Service Type: Limited Stop
Effective Date: 31-Mar-2013
Other Details: Current registration changing of operators licence",Limited Stop,NO,No,,Peterborough City Council,East of England,173
PF0000459/173,0,38,F,PF0000459,486,475,01/03/1995,29/02/2020,Standard National,16441,CAMBUS LIMITED,STAGECOACH IN CAMBRIDGE,"100 COWLEY ROAD, CAMBRIDGE, CB4 0DN, GB",Eye,Glinton Village College,,31/03/2013,01/02/2013,,Current registration changing of operators licence,Valid,Registered,"From: Eye
To: Glinton Village College
Via: 
Name or No: 38
Service Type: Limited Stop
Effective Date: 31-Mar-2013
Other Details: Current registration changing of operators licence",Limited Stop,NO,No,,Cambridgeshire County Council,East of England,173
PF0000459/174,5,33,F,PF0000459,486,475,01/03/1995,29/02/2020,Standard National,16441,CAMBUS LIMITED,STAGECOACH IN CAMBRIDGE,"100 COWLEY ROAD, CAMBRIDGE, CB4 0DN, GB",Peterborough,Chatteris,,24/07/2016,26/05/2016,,Change to timetable.,Valid,Registered,Operating between Peterborough and Chatteris given service number 33 effective from 24-Jul-2016. To amend Timetable.,Normal Stopping,NO,In Part,Cambridgeshire County Council,Peterborough City Council,East of England,174
PF0000459/174,5,33,F,PF0000459,486,475,01/03/1995,29/02/2020,Standard National,16441,CAMBUS LIMITED,STAGECOACH IN CAMBRIDGE,"100 COWLEY ROAD, CAMBRIDGE, CB4 0DN, GB",Peterborough,Chatteris,,24/07/2016,26/05/2016,,Change to timetable.,Valid,Registered,Operating between Peterborough and Chatteris given service number 33 effective from 24-Jul-2016. To amend Timetable.,Normal Stopping,NO,In Part,Cambridgeshire County Council,Cambridgeshire County Council,East of England,174
PF0000459/176,6,66,F,PF0000459,486,475,01/03/1995,29/02/2020,Standard National,16441,CAMBUS LIMITED,STAGECOACH IN CAMBRIDGE,"100 COWLEY ROAD, CAMBRIDGE, CB4 0DN, GB",Huntingdon,Eaton Socon,,01/01/2017,26/10/2016,,Change to timetable.,Valid,Registered,Operating between Huntingdon and Eaton Socon given service number 66 effective from 01-Jan-2017. To amend Timetable.,Normal Stopping,NO,No,,Cambridgeshire County Council,East of England,176
PF0000459/179,0,18,F,PF0000459,486,475,01/03/1995,29/02/2020,Standard National,16441,CAMBUS LIMITED,STAGECOACH IN CAMBRIDGE,"100 COWLEY ROAD, CAMBRIDGE, CB4 0DN, GB",Cambridge,Gamlingay,,31/03/2013,01/02/2013,,Current registration change over of operator licence,Valid,Registered,"From: Cambridge
To: Gamlingay
Via: 
Name or No: 18/18A
Service Type: Normal Stopping
Effective Date: 31-Mar-2013
Other Details: Current registration change over of operator licence",Normal Stopping,NO,In Part,Cambridgeshire County Council,Cambridgeshire County Council,East of England,179
PF0000459/181,4,96,F,PF0000459,486,475,01/03/1995,29/02/2020,Standard National,16441,CAMBUS LIMITED,STAGECOACH IN CAMBRIDGE,"100 COWLEY ROAD, CAMBRIDGE, CB4 0DN, GB",Longstanton,Swavesey,,01/01/2017,26/10/2016,,Change to route and timetable.,Valid,Registered,Operating between Longstanton and Swavesey given service number 96 effective from 01-Jan-2017. To amend Route and Timetable.,Normal Stopping,NO,No,,Cambridgeshire County Council,East of England,181
PF0000459/182,23,A_B,F,PF0000459,486,475,01/03/1995,29/02/2020,Standard National,16441,CAMBUS LIMITED,STAGECOACH IN CAMBRIDGE,"100 COWLEY ROAD, CAMBRIDGE, CB4 0DN, GB",Trumpington P&R,Godmanchester,,15/10/2017,02/10/2017,,Additional journey at 0803 Longstanton P&R to Cambridge Rail Station to help with over loading.,Valid,Registered,Operating between Trumpington P&R and Godmanchester given service number A_B / A / B effective from 15 October 2017. To amend Timetable.,Normal Stopping,Yes,No,Cambridgeshire County Council,Cambridgeshire County Council,East of England,182
